temperature_C,wt_percent_Cu,wt_percent_Ni,wt_percent_Mn,wt_percent_P,wt_percent_Si,wt_percent_C,log(fluence_n_cm2),log(flux_n_cm2_sec),fluence_n_cm2,flux_n_cm2_sec
290.0,0.08,0.59,1.35,0.009,0.0,0.0,16.0,12.0,1e+16,1000000000000.0
290.0,0.09,0.56,1.35,0.012,0.0,0.0,16.0,12.0,1e+16,1000000000000.0
290.0,0.1,0.59,1.35,0.008,0.0,0.0,16.0,12.0,1e+16,1000000000000.0
290.0,0.12,0.58,1.35,0.01,0.0,0.0,16.0,12.0,1e+16,1000000000000.0
290.0,0.13,0.55,1.35,0.015,0.0,0.0,16.0,12.0,1e+16,1000000000000.0
290.0,0.15,0.57,1.35,0.012,0.0,0.0,16.0,12.0,1e+16,1000000000000.0
290.0,0.01,0.67,1.44,0.006,0.0,0.0,16.0,12.0,1e+16,1000000000000.0
290.0,0.02,0.7,1.44,0.006,0.0,0.0,16.0,12.0,1e+16,1000000000000.0
290.0,0.02,0.98,1.44,0.004,0.0,0.0,16.0,12.0,1e+16,1000000000000.0
290.0,0.03,0.97,1.44,0.009,0.0,0.0,16.0,12.0,1e+16,1000000000000.0
290.0,0.03,0.98,1.44,0.007,0.0,0.0,16.0,12.0,1e+16,1000000000000.0
290.0,0.06,0.85,1.44,0.012,0.0,0.0,16.0,12.0,1e+16,1000000000000.0
290.0,0.07,0.63,1.44,0.012,0.0,0.0,16.0,12.0,1e+16,1000000000000.0
290.0,0.07,0.72,1.44,0.011,0.0,0.0,16.0,12.0,1e+16,1000000000000.0
290.0,0.07,0.74,1.44,0.011,0.0,0.0,16.0,12.0,1e+16,1000000000000.0
290.0,0.08,0.69,1.44,0.01,0.0,0.0,16.0,12.0,1e+16,1000000000000.0
290.0,0.09,0.65,1.44,0.014,0.0,0.0,16.0,12.0,1e+16,1000000000000.0
290.0,0.01,0.68,1.44,0.006,0.0,0.0,16.0,12.0,1e+16,1000000000000.0
290.0,0.09,0.66,1.44,0.013,0.0,0.0,16.0,12.0,1e+16,1000000000000.0
290.0,0.09,0.67,1.44,0.013,0.0,0.0,16.0,12.0,1e+16,1000000000000.0
290.0,0.1,0.81,1.44,0.015,0.0,0.0,16.0,12.0,1e+16,1000000000000.0
290.0,0.11,0.67,1.44,0.015,0.0,0.0,16.0,12.0,1e+16,1000000000000.0
290.0,0.13,0.84,1.44,0.015,0.0,0.0,16.0,12.0,1e+16,1000000000000.0
290.0,0.01,0.69,1.44,0.009,0.0,0.0,16.0,12.0,1e+16,1000000000000.0
290.0,0.01,0.74,1.44,0.005,0.0,0.0,16.0,12.0,1e+16,1000000000000.0
290.0,0.01,0.74,1.44,0.01,0.0,0.0,16.0,12.0,1e+16,1000000000000.0
290.0,0.01,0.76,1.44,0.006,0.0,0.0,16.0,12.0,1e+16,1000000000000.0
290.0,0.01,0.97,1.44,0.006,0.0,0.0,16.0,12.0,1e+16,1000000000000.0
290.0,0.01,0.99,1.44,0.007,0.0,0.0,16.0,12.0,1e+16,1000000000000.0
290.0,0.02,0.69,1.44,0.006,0.0,0.0,16.0,12.0,1e+16,1000000000000.0
290.0,0.018,0.74,1.35,0.005,0.0,0.0,16.0,12.0,1e+16,1000000000000.0
290.0,0.02,0.75,1.35,0.005,0.0,0.0,16.0,12.0,1e+16,1000000000000.0
290.0,0.029,0.73,1.35,0.005,0.0,0.0,16.0,12.0,1e+16,1000000000000.0
290.0,0.03,0.73,1.35,0.005,0.0,0.0,16.0,12.0,1e+16,1000000000000.0
290.0,0.035,0.74,1.35,0.005,0.0,0.0,16.0,12.0,1e+16,1000000000000.0
290.0,0.036,0.75,1.35,0.005,0.0,0.0,16.0,12.0,1e+16,1000000000000.0
290.0,0.039,0.76,1.35,0.005,0.0,0.0,16.0,12.0,1e+16,1000000000000.0
290.0,0.044,0.76,1.35,0.005,0.0,0.0,16.0,12.0,1e+16,1000000000000.0
290.0,0.03,0.57,1.35,0.005,0.0,0.0,16.0,12.0,1e+16,1000000000000.0
290.0,0.07,0.59,1.35,0.009,0.0,0.0,16.0,12.0,1e+16,1000000000000.0
290.0,0.09,0.55,1.35,0.01,0.0,0.0,16.0,12.0,1e+16,1000000000000.0
290.0,0.1,0.57,1.35,0.01,0.0,0.0,16.0,12.0,1e+16,1000000000000.0
290.0,0.12,0.56,1.35,0.01,0.0,0.0,16.0,12.0,1e+16,1000000000000.0
290.0,0.12,0.58,1.35,0.014,0.0,0.0,16.0,12.0,1e+16,1000000000000.0
290.0,0.13,0.58,1.35,0.014,0.0,0.0,16.0,12.0,1e+16,1000000000000.0
290.0,0.16,0.59,1.35,0.011,0.0,0.0,16.0,12.0,1e+16,1000000000000.0
290.0,0.16,0.61,1.35,0.01,0.0,0.0,16.0,12.0,1e+16,1000000000000.0
290.0,0.09,0.62,1.36,0.007,0.0,0.0,16.0,12.0,1e+16,1000000000000.0
290.0,0.03,0.57,1.35,0.007,0.0,0.0,16.0,12.0,1e+16,1000000000000.0
290.0,0.03,0.64,1.35,0.007,0.0,0.0,16.0,12.0,1e+16,1000000000000.0
290.0,0.037,0.62,1.35,0.003,0.0,0.0,16.0,12.0,1e+16,1000000000000.0
290.0,0.04,0.62,1.35,0.003,0.0,0.0,16.0,12.0,1e+16,1000000000000.0
290.0,0.05,0.58,1.35,0.005,0.0,0.0,16.0,12.0,1e+16,1000000000000.0
290.0,0.05,0.62,1.35,0.007,0.0,0.0,16.0,12.0,1e+16,1000000000000.0
290.0,0.068,0.59,1.35,0.009,0.0,0.0,16.0,12.0,1e+16,1000000000000.0
290.0,0.07,0.56,1.35,0.013,0.0,0.0,16.0,12.0,1e+16,1000000000000.0
290.0,0.01,0.86,1.44,0.007,0.0,0.0,16.0,12.0,1e+16,1000000000000.0
290.0,0.07,0.84,1.44,0.012,0.0,0.0,16.0,12.0,1e+16,1000000000000.0
290.0,0.09,0.84,1.44,0.012,0.0,0.0,16.0,12.0,1e+16,1000000000000.0
290.0,0.09,0.91,1.44,0.014,0.0,0.0,16.0,12.0,1e+16,1000000000000.0
290.0,0.1,0.84,1.44,0.013,0.0,0.0,16.0,12.0,1e+16,1000000000000.0
290.0,0.1,0.9,1.44,0.011,0.0,0.0,16.0,12.0,1e+16,1000000000000.0
290.0,0.13,0.84,1.44,0.012,0.0,0.0,16.0,12.0,1e+16,1000000000000.0
290.0,0.13,0.85,1.44,0.011,0.0,0.0,16.0,12.0,1e+16,1000000000000.0
290.0,0.14,0.8,1.44,0.012,0.0,0.0,16.0,12.0,1e+16,1000000000000.0
290.0,0.19,1.08,1.44,0.012,0.0,0.0,16.0,12.0,1e+16,1000000000000.0
290.0,0.014,0.86,1.44,0.007,0.0,0.0,16.0,12.0,1e+16,1000000000000.0
290.0,0.017,0.9,1.44,0.006,0.0,0.0,16.0,12.0,1e+16,1000000000000.0
290.0,0.019,0.88,1.44,0.008,0.0,0.0,16.0,12.0,1e+16,1000000000000.0
290.0,0.02,0.88,1.44,0.008,0.0,0.0,16.0,12.0,1e+16,1000000000000.0
290.0,0.04,0.9,1.44,0.008,0.0,0.0,16.0,12.0,1e+16,1000000000000.0
290.0,0.04,0.92,1.44,0.009,0.0,0.0,16.0,12.0,1e+16,1000000000000.0
290.0,0.041,0.92,1.44,0.009,0.0,0.0,16.0,12.0,1e+16,1000000000000.0
290.0,0.06,0.86,1.44,0.011,0.0,0.0,16.0,12.0,1e+16,1000000000000.0
290.0,0.05,0.7,0.64,0.006,0.25,0.21,16.0,12.0,1e+16,1000000000000.0
290.0,0.22,0.643,1.52,0.012,0.37,0.1,16.0,12.0,1e+16,1000000000000.0
290.0,0.05,0.63,1.38,0.004,0.22,0.23,16.0,12.0,1e+16,1000000000000.0
290.0,0.03,0.07,1.7,0.01,0.41,0.11,16.0,12.0,1e+16,1000000000000.0
290.0,0.06,0.65,1.36,0.008,0.26,0.2,16.0,12.0,1e+16,1000000000000.0
290.0,0.02,0.18,1.53,0.012,0.51,0.13,16.0,12.0,1e+16,1000000000000.0
290.0,0.05,0.66,1.27,0.007,0.22,0.21,16.0,12.0,1e+16,1000000000000.0
290.0,0.023,0.12,1.54,0.019,0.5,0.12,16.0,12.0,1e+16,1000000000000.0
290.0,0.054,0.656,1.25,0.0092,0.252,0.19,16.0,12.0,1e+16,1000000000000.0
290.0,0.0756,0.94,1.336,0.0094,0.416,0.07975,16.0,12.0,1e+16,1000000000000.0
290.0,0.0752,0.61,1.362,0.0072,0.276,0.19875,16.0,12.0,1e+16,1000000000000.0
290.0,0.0382,0.93,1.524,0.0104,0.45,0.07325,16.0,12.0,1e+16,1000000000000.0
290.0,0.06,0.71,0.69,0.01,0.25,0.21,16.0,12.0,1e+16,1000000000000.0
290.0,0.06,0.75,0.79,0.01,0.28,0.2,16.0,12.0,1e+16,1000000000000.0
290.0,0.17,0.64,1.478,0.011,0.225,0.217,16.0,12.0,1e+16,1000000000000.0
290.0,0.218,0.724,1.37,0.016,0.2,0.12,16.0,12.0,1e+16,1000000000000.0
290.0,0.06,0.67,1.46,0.01,0.24,0.215,16.0,12.0,1e+16,1000000000000.0
290.0,0.05,0.7,1.88,0.005,0.24,0.04,16.0,12.0,1e+16,1000000000000.0
290.0,0.011,0.04,1.28,0.009,0.32,0.066,16.0,12.0,1e+16,1000000000000.0
290.0,0.14,0.54,1.29,0.014,0.2,0.14,16.0,12.0,1e+16,1000000000000.0
290.0,0.21,0.78,1.49,0.016,0.23,0.12,16.0,12.0,1e+16,1000000000000.0
290.0,0.03,0.87,1.38,0.014,0.5,0.069,16.0,12.0,1e+16,1000000000000.0
290.0,0.15,0.49,1.23,0.014,0.26,0.22,16.0,12.0,1e+16,1000000000000.0
290.0,0.03,0.9,1.39,0.011,0.38,0.07,16.0,12.0,1e+16,1000000000000.0
290.0,0.12,0.65,1.29,0.009,0.28,0.2,16.0,12.0,1e+16,1000000000000.0
290.0,0.03,0.88,1.22,0.011,0.46,0.061,16.0,12.0,1e+16,1000000000000.0
290.0,0.087,0.6,1.26,0.01,0.23,0.21,16.0,12.0,1e+16,1000000000000.0
290.0,0.21,0.88,1.36,0.011,0.24,0.1,16.0,12.0,1e+16,1000000000000.0
290.0,0.154,0.78,0.686,0.012,0.179,0.181,16.0,12.0,1e+16,1000000000000.0
290.0,0.036,0.736,1.83,0.013,0.2,0.059,16.0,12.0,1e+16,1000000000000.0
290.0,0.22,0.51,1.37,0.018,0.22,0.23,16.0,12.0,1e+16,1000000000000.0
290.0,0.2,1.05,1.28,0.019,0.17,0.11,16.0,12.0,1e+16,1000000000000.0
290.0,0.141,0.603,1.276,0.007,0.312,0.21,16.0,12.0,1e+16,1000000000000.0
290.0,0.174,0.665,1.465,0.01,0.186,0.219,16.0,12.0,1e+16,1000000000000.0
290.0,0.279,0.059,1.104,0.013,0.247,0.12,16.0,12.0,1e+16,1000000000000.0
290.0,0.05,0.62,1.31,0.014,0.22,0.23,16.0,12.0,1e+16,1000000000000.0
290.0,0.038,0.06,1.33,0.018,0.13,0.14,16.0,12.0,1e+16,1000000000000.0
290.0,0.166,0.648,1.413,0.01,0.29,0.242,16.0,12.0,1e+16,1000000000000.0
290.0,0.06,0.58,1.45,0.005,0.24,0.22,16.0,12.0,1e+16,1000000000000.0
290.0,0.054,0.13,1.39,0.017,0.51,0.11,16.0,12.0,1e+16,1000000000000.0
290.0,0.06,0.62,1.3,0.007,0.18,0.22,16.0,12.0,1e+16,1000000000000.0
290.0,0.07,0.07,1.43,0.013,0.49,0.16,16.0,12.0,1e+16,1000000000000.0
290.0,0.1,0.528,1.332,0.013,0.154,0.238,16.0,12.0,1e+16,1000000000000.0
290.0,0.174,0.665,1.465,0.01,0.186,0.219,16.0,12.0,1e+16,1000000000000.0
290.0,0.36,0.78,1.418,0.013,0.18,0.176,16.0,12.0,1e+16,1000000000000.0
290.0,0.156,0.828,0.703,0.019,0.24,0.195,16.0,12.0,1e+16,1000000000000.0
290.0,0.086,0.11,1.37,0.02,0.35,0.06,16.0,12.0,1e+16,1000000000000.0
290.0,0.11,0.86,0.715,0.018,0.23,0.19,16.0,12.0,1e+16,1000000000000.0
290.0,0.088,0.084,1.82,0.017,0.25,0.08,16.0,12.0,1e+16,1000000000000.0
290.0,0.172,0.584,1.16,0.018,0.17,0.2,16.0,12.0,1e+16,1000000000000.0
290.0,0.11,0.63,1.28,0.012,0.24,0.0,16.0,12.0,1e+16,1000000000000.0
290.0,0.04,0.89,1.45,0.016,0.44,0.0,16.0,12.0,1e+16,1000000000000.0
290.0,0.11,0.63,1.4,0.012,0.2,0.2,16.0,12.0,1e+16,1000000000000.0
290.0,0.1,0.5,1.42,0.015,0.23,0.21,16.0,12.0,1e+16,1000000000000.0
290.0,0.17,0.64,1.478,0.011,0.225,0.217,16.0,12.0,1e+16,1000000000000.0
290.0,0.32,0.59,1.47,0.016,0.54,0.08,16.0,12.0,1e+16,1000000000000.0
290.0,0.04,0.75,0.63,0.006,0.25,0.24,16.0,12.0,1e+16,1000000000000.0
290.0,0.17,0.64,1.478,0.011,0.225,0.217,16.0,12.0,1e+16,1000000000000.0
290.0,0.35,0.58,1.55,0.022,0.65,0.11,16.0,12.0,1e+16,1000000000000.0
290.0,0.02,0.76,0.72,0.014,0.21,0.24,16.0,12.0,1e+16,1000000000000.0
290.0,0.01,0.73,0.58,0.011,0.24,0.21,16.0,12.0,1e+16,1000000000000.0
290.0,0.17,0.64,1.478,0.011,0.225,0.217,16.0,12.0,1e+16,1000000000000.0
290.0,0.29,0.56,1.63,0.017,0.61,0.08,16.0,12.0,1e+16,1000000000000.0
290.0,0.173,0.107,1.4,0.011,0.024,0.2,16.0,12.0,1e+16,1000000000000.0
290.0,0.11,0.63,1.4,0.012,0.2,0.2,16.0,12.0,1e+16,1000000000000.0
290.0,0.16,0.62,1.41,0.014,0.24,0.23,16.0,12.0,1e+16,1000000000000.0
290.0,0.03,0.65,1.375,0.012,0.28,0.18,16.0,12.0,1e+16,1000000000000.0
290.0,0.11,0.6,1.42,0.015,0.27,0.24,16.0,12.0,1e+16,1000000000000.0
290.0,0.06,0.59,1.49,0.006,0.22,0.2,16.0,12.0,1e+16,1000000000000.0
290.0,0.15,0.65,1.35,0.01,0.07,0.0,16.0,12.0,1e+16,1000000000000.0
290.0,0.11,0.61,1.43,0.013,0.23,0.205,16.0,12.0,1e+16,1000000000000.0
290.0,0.22,0.51,1.37,0.018,0.22,0.23,16.0,12.0,1e+16,1000000000000.0
290.0,0.172,0.584,1.16,0.018,0.17,0.2,16.0,12.0,1e+16,1000000000000.0
290.0,0.17,0.52,1.315,0.015,0.19,0.185,16.0,12.0,1e+16,1000000000000.0
290.0,0.17,0.64,1.478,0.011,0.225,0.217,16.0,12.0,1e+16,1000000000000.0
290.0,0.2,0.18,1.34,0.014,0.23,0.24,16.0,12.0,1e+16,1000000000000.0
290.0,0.26,0.56,1.54,0.014,0.53,0.08,16.0,12.0,1e+16,1000000000000.0
290.0,0.28,0.57,1.63,0.019,0.6,0.0,16.0,12.0,1e+16,1000000000000.0
290.0,0.27,0.06,1.29,0.016,0.28,0.11,16.0,12.0,1e+16,1000000000000.0
290.0,0.29,0.69,1.575,0.016,0.47,0.09,16.0,12.0,1e+16,1000000000000.0
290.0,0.11,0.24,1.485,0.015,0.13,0.17,16.0,12.0,1e+16,1000000000000.0
290.0,0.01,0.9,1.33,0.012,0.43,0.07,16.0,12.0,1e+16,1000000000000.0
290.0,0.2,1.05,1.28,0.019,0.17,0.11,16.0,12.0,1e+16,1000000000000.0
290.0,0.059,0.93,1.32,0.009,0.4,0.09,16.0,12.0,1e+16,1000000000000.0
290.0,0.023,0.936,1.25,0.01,0.325,0.0,16.0,12.0,1e+16,1000000000000.0
290.0,0.11,1.0,0.85,0.008,0.16,0.19,16.0,12.0,1e+16,1000000000000.0
290.0,0.08,0.97,0.79,0.008,0.18,0.19,16.0,12.0,1e+16,1000000000000.0
290.0,0.07,0.93,1.6,0.007,0.18,0.08,16.0,12.0,1e+16,1000000000000.0
290.0,0.03,0.84,0.88,0.006,0.27,0.21,16.0,12.0,1e+16,1000000000000.0
290.0,0.06,0.87,0.94,0.006,0.28,0.2,16.0,12.0,1e+16,1000000000000.0
290.0,0.06,1.67,1.42,0.013,0.18,0.08,16.0,12.0,1e+16,1000000000000.0
290.0,0.05,0.94,0.98,0.006,0.27,0.21,16.0,12.0,1e+16,1000000000000.0
290.0,0.05,0.91,0.93,0.005,0.26,0.2,16.0,12.0,1e+16,1000000000000.0
290.0,0.04,0.98,1.77,0.008,0.22,0.07,16.0,12.0,1e+16,1000000000000.0
290.0,0.03,0.75,1.32,0.008,0.24,0.21,16.0,12.0,1e+16,1000000000000.0
290.0,0.03,0.77,1.39,0.006,0.28,0.21,16.0,12.0,1e+16,1000000000000.0
290.0,0.05,0.84,1.27,0.01,0.15,0.08,16.0,12.0,1e+16,1000000000000.0
290.0,0.08,0.9,0.86,0.009,0.26,0.21,16.0,12.0,1e+16,1000000000000.0
290.0,0.07,0.87,0.86,0.006,0.22,0.21,16.0,12.0,1e+16,1000000000000.0
290.0,0.04,0.99,1.76,0.01,0.22,0.06,16.0,12.0,1e+16,1000000000000.0
290.0,0.05,0.83,0.84,0.008,0.23,0.19,16.0,12.0,1e+16,1000000000000.0
290.0,0.09,0.97,0.81,0.007,0.15,0.19,16.0,12.0,1e+16,1000000000000.0
290.0,0.03,0.08,1.51,0.015,0.38,0.07,16.0,12.0,1e+16,1000000000000.0
290.0,0.08,0.9,0.92,0.005,0.28,0.19,16.0,12.0,1e+16,1000000000000.0
290.0,0.08,1.7,1.41,0.012,0.15,0.045,16.0,12.0,1e+16,1000000000000.0
290.0,0.12,1.0,0.83,0.01,0.15,0.2,16.0,12.0,1e+16,1000000000000.0
290.0,0.1,0.84,1.87,0.009,0.2,0.07,16.0,12.0,1e+16,1000000000000.0
290.0,0.07,0.92,0.87,0.01,0.21,0.17,16.0,12.0,1e+16,1000000000000.0
290.0,0.07,0.86,0.9,0.006,0.26,0.2,16.0,12.0,1e+16,1000000000000.0
290.0,0.04,0.98,1.74,0.008,0.25,0.05,16.0,12.0,1e+16,1000000000000.0
290.0,0.13,0.82,0.68,0.011,0.29,0.21,16.0,12.0,1e+16,1000000000000.0
290.0,0.11,0.81,0.68,0.01,0.26,0.2,16.0,12.0,1e+16,1000000000000.0
290.0,0.23,1.08,1.83,0.009,0.23,0.06,16.0,12.0,1e+16,1000000000000.0
290.0,0.1,0.83,0.75,0.015,0.29,0.27,16.0,12.0,1e+16,1000000000000.0
290.0,0.19,1.15,1.1,0.014,0.12,0.085,16.0,12.0,1e+16,1000000000000.0
290.0,0.1,0.44,0.9,0.014,0.2,0.08,16.0,12.0,1e+16,1000000000000.0
290.0,0.04,0.75,1.38,0.007,0.24,0.19,16.0,12.0,1e+16,1000000000000.0
290.0,0.04,0.77,1.37,0.007,0.26,0.21,16.0,12.0,1e+16,1000000000000.0
290.0,0.06,0.95,1.21,0.011,0.2,0.08,16.0,12.0,1e+16,1000000000000.0
290.0,0.22,1.11,1.14,0.015,0.15,0.08,16.0,12.0,1e+16,1000000000000.0
290.0,0.11,0.99,0.66,0.01,0.14,0.22,16.0,12.0,1e+16,1000000000000.0
290.0,0.12,0.97,0.72,0.015,0.2,0.23,16.0,12.0,1e+16,1000000000000.0
290.0,0.12,0.87,1.72,0.008,0.17,0.09,16.0,12.0,1e+16,1000000000000.0
290.0,0.12,0.98,0.82,0.006,0.16,0.2,16.0,12.0,1e+16,1000000000000.0
290.0,0.1,0.86,1.72,0.016,0.19,0.07,16.0,12.0,1e+16,1000000000000.0
290.0,0.25,0.53,1.51,0.011,0.26,0.22,16.0,12.0,1e+16,1000000000000.0
290.0,0.25,0.53,1.368,0.012,0.18,0.115,16.0,12.0,1e+16,1000000000000.0
290.0,0.174,0.665,1.465,0.01,0.186,0.219,16.0,12.0,1e+16,1000000000000.0
290.0,0.23,1.2,1.23,0.012,0.199,0.134,16.0,12.0,1e+16,1000000000000.0
290.0,0.307,1.045,1.161,0.009,0.252,0.094,16.0,12.0,1e+16,1000000000000.0
290.0,0.185,1.121,1.269,0.012,0.181,0.11,16.0,12.0,1e+16,1000000000000.0
290.0,0.194,1.067,1.281,0.009,0.217,0.142,16.0,12.0,1e+16,1000000000000.0
290.0,0.2,0.056,1.46,0.01,0.25,0.19,16.0,12.0,1e+16,1000000000000.0
290.0,0.12,0.067,1.46,0.014,0.25,0.21,16.0,12.0,1e+16,1000000000000.0
290.0,0.2,0.18,1.34,0.014,0.23,0.24,16.0,12.0,1e+16,1000000000000.0
290.0,0.23,0.62,1.575,0.019,0.49,0.09,16.0,12.0,1e+16,1000000000000.0
290.0,0.051,0.7,0.59,0.01,0.23,0.22,16.0,12.0,1e+16,1000000000000.0
290.0,0.088,0.71,0.65,0.009,0.24,0.2,16.0,12.0,1e+16,1000000000000.0
290.0,0.17,0.64,1.478,0.011,0.225,0.217,16.0,12.0,1e+16,1000000000000.0
290.0,0.25,0.59,1.4,0.014,0.55,0.079,16.0,12.0,1e+16,1000000000000.0
290.0,0.1,0.54,1.36,0.01,0.23,0.0,16.0,12.0,1e+16,1000000000000.0
290.0,0.1,0.32,1.43,0.011,0.0,0.0,16.0,12.0,1e+16,1000000000000.0
290.0,0.133,0.62,1.427,0.008,0.233,0.21,16.0,12.0,1e+16,1000000000000.0
290.0,0.11,0.407,1.56,0.009,0.19,0.0,16.0,12.0,1e+16,1000000000000.0
290.0,0.06,0.72,1.41,0.013,0.28,0.17,16.0,12.0,1e+16,1000000000000.0
290.0,0.17,0.64,1.478,0.011,0.225,0.217,16.0,12.0,1e+16,1000000000000.0
290.0,0.13,0.09,1.29,0.017,0.173,0.052,16.0,12.0,1e+16,1000000000000.0
290.0,0.077,0.697,1.215,0.011,0.272,0.174,16.0,12.0,1e+16,1000000000000.0
290.0,0.17,0.64,1.478,0.011,0.225,0.217,16.0,12.0,1e+16,1000000000000.0
290.0,0.082,0.071,1.28,0.019,0.445,0.046,16.0,12.0,1e+16,1000000000000.0
290.0,0.134,0.634,1.337,0.015,0.175,0.231,16.0,12.0,1e+16,1000000000000.0
290.0,0.161,0.794,1.122,0.014,0.245,0.122,16.0,12.0,1e+16,1000000000000.0
290.0,0.06,0.6,1.33,0.004,0.28,0.24,16.0,12.0,1e+16,1000000000000.0
290.0,0.04,0.63,1.48,0.003,0.23,0.24,16.0,12.0,1e+16,1000000000000.0
290.0,0.174,0.665,1.465,0.01,0.186,0.219,16.0,12.0,1e+16,1000000000000.0
290.0,0.04,0.06,1.08,0.005,0.24,0.16,16.0,12.0,1e+16,1000000000000.0
290.0,0.04,0.68,1.54,0.006,0.21,0.24,16.0,12.0,1e+16,1000000000000.0
290.0,0.174,0.665,1.465,0.01,0.186,0.219,16.0,12.0,1e+16,1000000000000.0
290.0,0.07,0.09,1.46,0.01,0.47,0.12,16.0,12.0,1e+16,1000000000000.0
290.0,0.04,0.65,1.4,0.005,0.21,0.2,16.0,12.0,1e+16,1000000000000.0
290.0,0.02,0.14,1.55,0.008,0.37,0.12,16.0,12.0,1e+16,1000000000000.0
290.0,0.17,0.52,1.315,0.015,0.19,0.185,16.0,12.0,1e+16,1000000000000.0
290.0,0.188,0.315,1.56,0.012,0.153,0.203,16.0,12.0,1e+16,1000000000000.0
290.0,0.31,0.65,1.8,0.01,0.55,0.09,16.0,12.0,1e+16,1000000000000.0
290.0,0.095,0.522,1.64,0.008,0.283,0.268,16.0,12.0,1e+16,1000000000000.0
290.0,0.158,0.338,1.75,0.009,0.145,0.202,16.0,12.0,1e+16,1000000000000.0
290.0,0.26,0.6,1.88,0.013,0.3,0.09,16.0,12.0,1e+16,1000000000000.0
290.0,0.08,0.67,1.3,0.007,0.28,0.18,16.0,12.0,1e+16,1000000000000.0
290.0,0.059,0.93,1.32,0.009,0.4,0.09,16.0,12.0,1e+16,1000000000000.0
290.0,0.08,0.88,0.76,0.006,0.19,0.18,16.0,12.0,1e+16,1000000000000.0
290.0,0.1,0.9,0.74,0.006,0.19,0.19,16.0,12.0,1e+16,1000000000000.0
290.0,0.08,1.58,1.46,0.009,0.21,0.052,16.0,12.0,1e+16,1000000000000.0
290.0,0.09,0.88,0.71,0.006,0.2,0.21,16.0,12.0,1e+16,1000000000000.0
290.0,0.1,0.88,0.75,0.006,0.18,0.21,16.0,12.0,1e+16,1000000000000.0
290.0,0.05,1.66,1.35,0.0015,0.14,0.068,16.0,12.0,1e+16,1000000000000.0
290.0,0.12,0.6,1.26,0.013,0.15,0.2,16.0,12.0,1e+16,1000000000000.0
290.0,0.31,0.59,1.49,0.016,0.52,0.09,16.0,12.0,1e+16,1000000000000.0
290.0,0.241,0.528,1.497,0.013,0.285,0.235,16.0,12.0,1e+16,1000000000000.0
290.0,0.235,0.525,1.467,0.016,0.305,0.22,16.0,12.0,1e+16,1000000000000.0
290.0,0.22,0.508,1.22,0.012,0.27,0.2,16.0,12.0,1e+16,1000000000000.0
290.0,0.17,0.64,1.478,0.011,0.225,0.217,16.0,12.0,1e+16,1000000000000.0
290.0,0.16,1.26,1.21,0.019,0.165,0.15,16.0,12.0,1e+16,1000000000000.0
290.0,0.117,0.617,1.359,0.01,0.275,0.235,16.0,12.0,1e+16,1000000000000.0
290.0,0.254,0.726,1.285,0.015,0.247,0.103,16.0,12.0,1e+16,1000000000000.0
290.0,0.07,0.59,1.45,0.007,0.24,0.2,16.0,12.0,1e+16,1000000000000.0
290.0,0.047,0.049,1.28,0.009,0.14,0.15,16.0,12.0,1e+16,1000000000000.0
290.0,0.093,0.613,1.313,0.009,0.177,0.18,16.0,12.0,1e+16,1000000000000.0
290.0,0.025,0.95,1.182,0.014,0.392,0.055,16.0,12.0,1e+16,1000000000000.0
290.0,0.123,0.633,1.3,0.008,0.24,0.2,16.0,12.0,1e+16,1000000000000.0
290.0,0.025,0.965,1.172,0.014,0.43,0.05,16.0,12.0,1e+16,1000000000000.0
290.0,0.141,0.575,1.3,0.007,0.201,0.25,16.0,12.0,1e+16,1000000000000.0
290.0,0.174,0.665,1.465,0.01,0.186,0.219,16.0,12.0,1e+16,1000000000000.0
290.0,0.247,0.061,1.069,0.015,0.205,0.12,16.0,12.0,1e+16,1000000000000.0
290.0,0.11,0.61,1.37,0.004,0.23,0.23,16.0,12.0,1e+16,1000000000000.0
290.0,0.174,0.665,1.465,0.01,0.186,0.219,16.0,12.0,1e+16,1000000000000.0
290.0,0.048,0.067,1.525,0.005,0.375,0.12,16.0,12.0,1e+16,1000000000000.0
290.0,0.17,0.2,1.403,0.013,0.27,0.235,16.0,12.0,1e+16,1000000000000.0
290.0,0.18,0.2,1.36,0.011,0.23,0.21,16.0,12.0,1e+16,1000000000000.0
290.0,0.18,0.2,1.437,0.011,0.245,0.205,16.0,12.0,1e+16,1000000000000.0
290.0,0.2,0.18,1.34,0.014,0.23,0.24,16.0,12.0,1e+16,1000000000000.0
290.0,0.1,0.6,1.42,0.008,0.28,0.23,16.0,12.0,1e+16,1000000000000.0
290.0,0.174,0.665,1.465,0.01,0.186,0.219,16.0,12.0,1e+16,1000000000000.0
290.0,0.03,0.14,1.38,0.003,0.23,0.17,16.0,12.0,1e+16,1000000000000.0
290.0,0.056,0.562,1.312,0.009,0.18,0.238,16.0,12.0,1e+16,1000000000000.0
290.0,0.174,0.665,1.465,0.01,0.186,0.219,16.0,12.0,1e+16,1000000000000.0
290.0,0.031,0.097,1.419,0.009,0.39,0.116,16.0,12.0,1e+16,1000000000000.0
290.0,0.13,0.76,0.62,0.02,0.22,0.17,16.0,12.0,1e+16,1000000000000.0
290.0,0.37,0.125,1.4,0.021,0.42,0.058,16.0,12.0,1e+16,1000000000000.0
290.0,0.13,0.74,0.71,0.018,0.245,0.185,16.0,12.0,1e+16,1000000000000.0
